Ticker,Price,Change,Change %,Volume,Market Cap,52W Change,Beta
CNF,0.8301,-0.006100000000000105,-0.7294905524994146,17796.0,56930084.0,-0.635921048104818,0.007
CNFR,1.11,-0.019999999999999796,-1.7699115044247606,389.0,13567419.0,-0.16541355000860905,0.635
CNFRZ,20.7,0.0,0.0,390.0,,,0.635
CNH,12.135,-0.10500000000000043,-0.8578431372549055,3998981.0,15156372480.0,0.10680656326319506,1.597
CNI,108.93,-0.7299999999999898,-0.6656939631588453,2911184.0,68495183872.0,-0.07064242678928374,0.648
CNK,35.58,0.23999999999999488,0.679117147707965,249125.0,4353746944.0,1.5287848331754494,2.37
CNL,3.49,-0.1499999999999999,-4.120879120879118,438.0,270831680.0,,0.87
CNM,54.715,-0.5349999999999966,-0.9683257918551975,697637.0,10870392832.0,0.5006857248081927,1.027
CNMD,72.95,-0.8499999999999943,-1.1517615176151685,61402.0,2253490944.0,-0.32733979713196665,1.461
CNNE,21.04,-0.10000000000000142,-0.47303689687796313,38683.0,1320043392.0,0.1624309653091227,0.866
CNO,39.44,0.14999999999999858,0.38177653346907253,219881.0,4070562816.0,0.47054433540206936,1.031
CNOB,27.84,0.16999999999999815,0.6143838091796102,67534.0,1068229184.0,0.34492749403331613,1.237
CNOBP,22.21,-0.00999999999999801,-0.04500450045003605,886.0,,0.18390185573022527,1.237
CNP,32.085,-0.2149999999999963,-0.6656346749225893,659367.0,20910659584.0,0.12342435869908937,0.917
CNQ,33.325,0.2150000000000034,0.6493506493506597,570271.0,70425059328.0,0.004521523114651232,1.878
CNS,101.19,-0.21000000000000796,-0.2071005917159842,18277.0,5115943936.0,0.6599410098610176,1.501
CNSL,4.69,0.0,0.0,131059.0,555614912.0,0.07077624079448472,0.986
CNSP,0.1035,-0.005100000000000007,-4.696132596685089,1100605.0,5949873.0,-0.9990235848949766,1.049
CNTA,17.425,0.26500000000000057,1.5442890442890476,63749.0,2297399040.0,1.5738551382796067,
CNTB,1.0801,-0.03990000000000005,-3.562500000000004,6756.0,59679848.0,0.11350518314601908,-0.308
CNTM,0.801,-0.03320000000000001,-3.9798609446175983,13998.0,16952444.0,-0.925833334731467,0.186
CNTX,1.52,0.010000000000000009,0.6622516556291397,28791.0,113997424.0,0.6983240372284626,2.246
CNTY,4.1,0.009999999999999787,0.24449877750610727,41833.0,125798656.0,,2.557
CNVS,0.0,,,,,,
CNX,0.0,,,,,,
CNXC,0.0,,,,,,
CNXN,0.0,,,,,,
COCH,0.0,,,,,,
COCHW,0.0,,,,,,
COCO,0.0,,,,,,
COCP,0.0,,,,,,
CODA,0.0,,,,,,
CTVA,0.0,,,,,,
CTXR,0.0,,,,,,
CUB,0.0,,,,,,
CUBA,0.0,,,,,,
CUBB,0.0,,,,,,
CUBE,47.58,-0.39000000000000057,-0.8130081300813019,400296.0,10818978816.0,0.13827757654286027,0.859
CUBI,55.64,0.29999999999999716,0.5421033610408332,28234.0,1744275072.0,0.15149006086621103,1.615
CUBWU,10.4295,0.30950000000000166,3.058300395256934,1.0,278120352.0,,
CUBWW,0.0893,-0.00019999999999999185,-0.2234636871508289,772.0,,,
CUE,1.04,0.010000000000000009,0.9708737864077678,201894.0,65884308.0,-0.6312056785557786,1.796
CUK,24.43,0.16999999999999815,0.7007419620774861,768964.0,30145396736.0,0.6451178234082919,2.668
CULP,5.0533,-0.13670000000000027,-2.633911368015419,22252.0,63117232.0,-0.07108458626531938,1.219
CURB,23.8,-0.2699999999999996,-1.121728292480264,121997.0,2499999488.0,,
CURI,1.7706,-0.05940000000000012,-3.245901639344269,215937.0,98231472.0,1.4833099052804448,1.161
CURIW,0.0265,0.0017000000000000001,6.85483870967742,17903.0,,,1.161
CURR,1.455,-0.15500000000000003,-9.627329192546586,3930.0,67698240.0,,
CURV,3.35,-0.08000000000000007,-2.3323615160349873,579385.0,350677984.0,-0.2117647283217486,1.96
CUTR,0.439,0.009099999999999997,2.1167713421725973,47021.0,8861610.0,-0.8004545450112052,1.353
CUZ,30.69,-0.05999999999999872,-0.19512195121950804,124481.0,4854083584.0,0.4188627704491282,1.281
CVAC,2.925,0.0349999999999997,1.2110726643598513,232019.0,656188608.0,-0.4603321197153335,2.611
CVBF,23.35,-0.16999999999999815,-0.7227891156462506,92315.0,3261481472.0,0.24202134729025607,0.438
CVCO,501.245,-4.824999999999989,-0.9534254154563576,11372.0,4063427840.0,0.700922973173652,1.247
CVE,15.61,0.10999999999999943,0.709677419354835,1477687.0,28521031680.0,-0.0652695243392522,2.623
CVEO,22.88,-0.4200000000000017,-1.8025751072961445,27012.0,315121664.0,0.029702964347773017,2.062
CVGI,2.37,0.07000000000000028,3.043478260869578,199256.0,81761680.0,-0.648888905843099,2.463
CVGW,26.13,-0.6500000000000021,-2.4271844660194253,35273.0,465155808.0,-0.029346244921560287,0.573
CVI,18.37,-0.05999999999999872,-0.32555615843732355,223931.0,1846754560.0,-0.41328645312768325,1.525
CVKD,12.99,-0.009999999999999787,-0.07692307692307529,37098.0,21547422.0,0.8425531091743331,
CVLG,57.665,0.015000000000000568,0.026019080659151032,7414.0,760007424.0,0.3388669915049251,1.352
CVLT,172.465,-2.2849999999999966,-1.307582260371958,83558.0,7541204480.0,,0.592
CVM,0.0,,,,,,
CVNA,0.0,,,,,,
CVR,0.0,,,,,,
CVRX,0.0,,,,,,
CVS,0.0,,,,,,
CVU,0.0,,,,,,
CVV,0.0,,,,,,
CVX,0.0,,,,,,
CW,0.0,,,,,,
CWAN,0.0,,,,,,
CWBC,0.0,,,,,,
CWCO,0.0,,,,,,
CWD,0.0,,,,,,
CWEN,0.0,,,,,,
CWH,0.0,,,,,,
CWK,0.0,,,,,,
CWST,0.0,,,,,,
CWT,0.0,,,,,,
CX,0.0,,,,,,
CXAI,0.0,,,,,,
CXAIW,0.0,,,,,,
CXDO,0.0,,,,,,
CXE,0.0,,,,,,
CXH,0.0,,,,,,
CXM,8.565,-0.07500000000000107,-0.8680555555555679,3152752.0,2178790400.0,-0.4880454384496413,0.764
CXT,61.48,-0.9500000000000028,-1.5217043088258897,51878.0,3515315712.0,0.18321787193042038,
CXW,21.4488,-0.43120000000000047,-1.9707495429616109,166449.0,2365180416.0,0.5331522147399196,0.888
CYBN,10.52,0.08999999999999986,0.8628954937679756,77308.0,213192016.0,-0.3635813659546476,0.885
CYBR,332.81,3.1000000000000227,0.9402201935033888,80565.0,14501696512.0,0.6322217141779524,1.127
CYCC,0.3987,-0.0013000000000000234,-0.32500000000000584,141094.0,2506706.0,-0.9142580665207306,0.557
CYCCP,6.98,0.0,0.0,393.0,13272261.0,-0.28483608039083447,0.557
CYCN,5.1885,-1.1614999999999993,-18.291338582677156,2394647.0,14061354.0,1.1395876410491717,1.924
CYD,9.2,-0.14000000000000057,-1.498929336188443,15204.0,345168352.0,-0.0021692469831258608,1.024
CYH,3.455,0.02499999999999991,0.7288629737609303,881353.0,480065344.0,0.387550164848733,1.605
CYN,5.685,-0.125,-2.151462994836489,29615.0,13824669.0,-0.7726000022888183,-1.901
CYRX,7.355,-0.14499999999999957,-1.9333333333333276,39866.0,363562048.0,-0.5020311583533216,1.633
CYTH,0.65,-0.019000000000000017,-2.8400597907324387,2015.0,18699264.0,-0.5255474643096525,-0.381
CYTHW,0.13,-0.003799999999999998,-2.8400597907324348,8001.0,,-0.4491525659168015,-0.381
CYTK,50.255,-0.18499999999999517,-0.36677240285486756,327066.0,5930793472.0,0.5434581986639422,0.783
CYTO,0.4902,0.0262,5.6465517241379315,163974.0,1852230.0,-0.9322928137542497,2.442
CZFS,69.95,0.7800000000000011,1.1276564984820026,23483.0,332943104.0,0.18044269275759933,0.494
CZNC,20.48,-0.120000000000001,-0.5825242718446649,13698.0,315680768.0,-0.01348750884192977,0.448
CZR,38.39,-0.23499999999999943,-0.6084142394821992,1396955.0,8157107200.0,-0.1156415681964795,2.962
CZWI,16.975,0.09500000000000242,0.56279620853082,15573.0,170325456.0,0.6105313513194138,1.079
D,57.07,0.7100000000000009,1.2597586941092989,1980220.0,47939371008.0,0.2320811759677365,0.596
DAC,0.0,,,,,,
DADA,0.0,,,,,,
DAIO,0.0,,,,,,
DAKT,0.0,,,,,,
DALN,0.0,,,,,,
DAN,12.695,0.33500000000000085,2.7103559870550233,1708332.0,1840508416.0,-0.0733576736082324,2.304
DAO,6.53,-0.009999999999999787,-0.15290519877675515,52982.0,780459072.0,0.5965770088484185,-0.061
DAR,36.115,-0.42499999999999716,-1.1631089217296036,442122.0,5744018944.0,-0.1942212868279575,1.232
DARE,3.21,-0.040000000000000036,-1.2307692307692317,12421.0,27928252.0,-0.23571424192311613,1.34
DASH,177.65,0.7700000000000102,0.43532338308458296,585888.0,73795100672.0,0.846001899202725,1.671
DATS,1.7601,-0.029900000000000038,-1.670391061452516,25921.0,5296722.0,-0.13295564932831144,2.268
DATSW,0.0675,0.026500000000000003,64.63414634146342,20.0,,1.0,2.268
DAVA,28.155,-0.3149999999999977,-1.106427818756578,70210.0,1673938688.0,-0.5540861425592377,1.215
DAVE,88.345,0.6149999999999949,0.7010144762338936,195683.0,1122635264.0,13.023015642226214,2.836
DSP,0.0,,,,,,
DSS,0.0,,,,,,
DSU,0.0,,,,,,
DSWL,0.0,,,,,,
DSX,0.0,,,,,,
DSY,0.0,,,,,,
DSYWW,0.0,,,,,,
DT,0.0,,,,,,
DTB,0.0,,,,,-0.03815661279084231,
DTC,1.155,-0.014999999999999902,-1.282051282051274,124552.0,67662552.0,-0.7757281650482444,2.553
DTCK,0.8901,-0.03990000000000005,-4.2903225806451655,932.0,21807984.0,-0.20535715901273846,
DTE,122.4,0.10999999999999943,0.08995011857061037,204080.0,25349160960.0,0.14757169813750076,0.683
DTF,11.2542,-0.005799999999998917,-0.051509769094128924,2091.0,79112184.0,0.0410915397622625,0.32
DTI,3.495,-0.16500000000000004,-4.508196721311476,15553.0,121292920.0,0.059090889715294255,
DTIL,6.15,-0.02999999999999936,-0.4854368932038731,13129.0,47177020.0,-0.4938271367525057,1.693
DTM,103.8801,2.0100999999999942,1.9732011387061883,121897.0,10525650944.0,0.8157681890916326,0.738
DTSQ,10.05,0.0,0.0,219.0,89454048.0,,
DTSQR,0.138,0.0,0.0,182.0,,,
DTSQU,10.2,0.0,0.0,292.0,79084680.0,,
DTSS,2.3719,-0.08809999999999985,-3.5813008130081236,14447.0,16809656.0,-0.12151850379805205,0.622
DTST,4.65,0.14000000000000057,3.104212860310434,48752.0,32616822.0,0.4531250081490724,0.719
DTSTW,0.62,0.09999999999999998,19.230769230769226,2893.0,,,0.719
DUK,113.81,0.5300000000000011,0.46786723163841903,691714.0,87916175360.0,0.2307775068257792,0.457
DUO,0.5475,-0.007500000000000062,-1.3513513513513624,541024.0,12719411.0,-0.2601351253389007,1.297
DUOL,373.4502,8.800200000000018,2.4133278486219716,242930.0,16426057728.0,0.702841637270659,0.787
DUOT,5.255,-0.19500000000000028,-3.577981651376152,65845.0,44197808.0,0.7343234864885515,1.108
DV,20.695,-0.36499999999999844,-1.7331433998100592,250229.0,3469827072.0,-0.3800180038162971,0.9
DVA,162.685,-0.6949999999999932,-0.4253886644632104,95909.0,13344073728.0,0.5551572183290423,0.887
DVAX,0.0,,,,,,
DVN,0.0,,,,,,
DWSN,0.0,,,,,,
DXC,0.0,,,,,,
DXCM,0.0,,,,,,
DXLG,0.0,,,,,-0.3057065161934479,
DXPE,74.55,0.3100000000000023,0.41756465517241687,21033.0,1170054784.0,1.4095023194875482,1.605
DXR,8.9601,-0.41990000000000016,-4.476545842217485,1237.0,43367424.0,0.13418988174498978,-0.541
DXYZ,50.68,4.280000000000001,9.224137931034486,3071502.0,551393344.0,4.631111145019531,
DY,198.16,3.1599999999999966,1.6205128205128188,81808.0,5781496320.0,0.8549096720553059,1.438
DYAI,1.59,-0.04999999999999982,-3.0487804878048674,6968.0,47047148.0,-0.0701754398195269,0.721
DYCQR,0.12,-0.03,-20.0,1.0,,,
DYN,28.77,-0.6700000000000017,-2.27581521739131,146408.0,2927807744.0,1.463184906340693,1.095
E,28.36,0.21000000000000085,0.7460035523978716,133231.0,44400984064.0,-0.12143737042082683,0.994
EA,165.89,-1.5300000000000011,-0.9138693107155664,690011.0,43508465664.0,0.20717509532856976,0.781
EAD,7.035,0.015000000000000568,0.2136752136752218,93745.0,415714336.0,0.10093896626030041,0.887
EAF,1.965,-0.03499999999999992,-1.749999999999996,646782.0,505333184.0,-0.2528517308462862,0.95
EAI,0.0,,,,,,
EARN,0.0,,,,,,
EAST,0.0,,,,,,
EAT,0.0,,,,,,
EB,0.0,,,,,,
EBAY,0.0,,,,,,
EBC,0.0,,,,,,
EBF,0.0,,,,,,
EBMT,0.0,,,,,,
EBON,8.6,0.6799999999999997,8.585858585858583,91367.0,54013336.0,0.043689395673698006,1.777
EBR,6.195,0.375,6.443298969072164,818946.0,14015754240.0,-0.2616209871085744,0.61
EBS,9.23,-0.1999999999999993,-2.120890774125125,256225.0,500120128.0,2.8458329897787973,1.574
EBTC,36.82,0.4799999999999969,1.3208585580627321,2960.0,457643136.0,0.2609588607119505,0.523
EC,8.01,0.10999999999999943,1.392405063291132,978595.0,16511574016.0,-0.36276846274069463,
ECAT,17.57,0.03999999999999915,0.22818026240729689,87295.0,1790259968.0,0.1148476801812078,
ECBK,15.42,-0.054999999999999716,-0.3554119547657494,4032.0,140592160.0,0.25672367571405874,0.763
ECC,9.51,0.02999999999999936,0.3164556962025249,744782.0,1007422848.0,-0.014507709345356416,0.769
ECCC,23.9707,-0.03399999999999892,-0.1416389290430579,1167.0,,0.11232947373284338,0.769
ECCF,25.0952,0.005199999999998539,0.02072538860103045,837.0,,0.02429386061065051,0.769
ECDA,0.971,-0.019000000000000017,-1.919191919191921,1582.0,35149908.0,-0.8900962069560692,
ECDAW,0.0165,0.0,0.0,752.0,,,
ECF,9.9101,-0.04490000000000016,-0.451029633350077,15256.0,136667216.0,0.2920599588838305,1.073
ECL,247.007,-1.8530000000000086,-0.7445953548179733,182883.0,69942992896.0,0.30003686202199836,1.141
ECO,21.72,-0.39000000000000057,-1.7639077340569904,124499.0,699829248.0,-0.187733750962323,
ECOR,11.3,-0.20999999999999908,-1.8245004344048572,26671.0,74066872.0,1.1188823931663059,0.562
ECPG,49.395,-0.15499999999999403,-0.3128153380423694,17420.0,1170231808.0,0.07896465213759708,1.559
ECVT,8.07,-0.09999999999999964,-1.2239902080783311,175149.0,940235648.0,-0.16459629168771134,0.971
ECXWW,0.0,,,,,,
ED,0.0,,,,,,
EDAP,0.0,,,,,,
EDBL,0.0,,,,,,
EDBLW,0.0,,,,,,
EDD,0.0,,,,,,
EDF,0.0,,,,,,
EDIT,1.96,-0.030000000000000027,-1.5075376884422125,1126611.0,161794272.0,-0.8214936138560373,2.006
EDN,43.45,2.6400000000000006,6.46900269541779,78520.0,2184522752.0,1.5246951234379358,
EDR,30.375,0.08500000000000085,0.2806206668867641,1350371.0,9360845824.0,0.24794576045926822,0.771
EDRY,13.61,0.09999999999999964,0.740192450037007,1498.0,37944000.0,-0.28141503310921484,0.804
EDSA,2.4,0.0,0.0,1480.0,7793736.0,-0.3142856870378767,0.838
EDTK,1.04,0.010000000000000009,0.9708737864077678,4230.0,16566679.0,0.11827952027362248,-0.279
EDU,63.465,-0.625,-0.9751911374629427,554640.0,10381985792.0,-0.16570263695024004,0.487
EDUC,1.93,0.040000000000000036,2.1164021164021185,17655.0,16562488.0,1.2705881098974983,1.077
EE,32.02,0.980000000000004,3.157216494845374,78364.0,3403213824.0,0.9741061537160786,1.28
EEA,8.78,0.1399999999999988,1.6203703703703565,6127.0,59066484.0,0.0464838347663265,1.11
EEFT,104.26,-0.09999999999999432,-0.09582215408201832,40436.0,4580308480.0,0.17119755187444255,1.455
EEIQ,0.99,-0.06000000000000005,-5.714285714285719,108885.0,12873168.0,-0.4923076998317498,0.877
DGICB,0.0,,,,,,
DGII,0.0,,,,,,
DGLY,0.0,,,,,,
DGX,0.0,,,,,,
DH,0.0,,,,,,
DHAI,0.0,,,,,,
DHAIW,0.0,,,,,,
DHC,0.0,,,,,,
DHCNI,0.0,,,,,,
DHCNL,0.0,,,,,,
DHF,2.6658,0.005799999999999805,0.21804511278194755,110702.0,193900960.0,0.18480004204644096,0.886
DHI,160.715,-0.6349999999999909,-0.39355438487758965,714295.0,51616833536.0,0.22936588074893544,1.744
DHIL,164.65,-1.8199999999999932,-1.0932900822971066,3139.0,448253024.0,0.0039633774175876525,0.949
DHR,229.145,-7.114999999999981,-3.0115127402014648,1739550.0,165505712128.0,0.04422622002862066,0.881
DHT,9.63,-0.08000000000000007,-0.8238928939237906,465301.0,1554898304.0,-0.02825426208702822,-0.397
DHX,1.6148,-0.08519999999999994,-5.011764705882349,162973.0,78047000.0,-0.3540800094604492,1.041
DHY,2.2299,-9.999999999976694e-05,-0.004484304932724975,90694.0,230825856.0,0.16140621516271417,0.696
DIAX,15.79,0.049999999999998934,0.3176620076238814,31277.0,574233344.0,0.13027914531395374,0.89
DIBS,3.895,0.015000000000000124,0.38659793814433313,14838.0,142218128.0,-0.13636368442220662,0.981
DIN,33.43,-1.1700000000000017,-3.3815028901734148,278316.0,509690496.0,-0.2670467034023988,1.73
DINO,39.5,-0.22999999999999687,-0.5789076264787236,498366.0,7432004096.0,-0.2732290504330366,1.162
DIOD,60.365,-1.0850000000000009,-1.7656631407648509,96160.0,2796885504.0,-0.11188758872524347,1.32
DIS,116.2131,-0.7768999999999977,-0.6640738524660208,2979009.0,210454953984.0,0.2800208772635558,1.398
DIST,11.1515,-0.19849999999999923,-1.7488986784140903,2.0,35686696.0,0.05207547414256135,
DISTR,0.11,0.0,0.0,15.0,,,
DISTW,0.0291,0.003100000000000002,11.923076923076932,1112.0,,,
DIT,141.79,-1.200000000000017,-0.8392195258409797,187.0,91520056.0,-0.17587915855207442,0.541
DJCO,581.12,-5.0,-0.8530676312018016,15425.0,800452096.0,0.7636954455090468,0.908
DJT,35.055,-0.2049999999999983,-0.5813953488372046,12018866.0,7604271104.0,1.0274724377657216,5.593
DJTWW,23.8,-0.4499999999999993,-1.8556701030927807,114906.0,7506828800.0,0.0,5.593
DK,18.43,-0.5,-2.641310089804543,142199.0,1188734976.0,,1.144
DKL,0.0,,,,,,
DKNG,0.0,,,,,,
DKS,0.0,,,,,,
DLB,0.0,,,,,,
DLHC,0.0,,,,,,
DLNG,0.0,,,,,,
DLPN,0.0,,,,,-0.6090880437058733,
DLR,190.04,-0.8000000000000114,-0.4191993292810791,401021.0,64254230528.0,0.3703490288640674,0.609
DLTH,3.35,-0.3700000000000001,-9.946236559139788,78478.0,117368584.0,-0.3392505342786183,1.339
DLTR,72.185,-1.644999999999996,-2.2280915616957824,2260721.0,15522590720.0,-0.43499533225098963,0.874
DLX,23.695,0.015000000000000568,0.063344594594597,59062.0,1049029760.0,0.25370371286107046,1.452
DLY,16.53,0.15000000000000213,0.9157509157509288,75963.0,795742656.0,0.13296782136863178,
DM,3.955,-0.0649999999999995,-1.61691542288556,97064.0,131865232.0,-0.4922978250226758,0.598
DMA,9.1,0.009999999999999787,0.11001100110010767,558.0,81565488.0,0.49917629721895534,
DMAC,5.595,0.14499999999999957,2.6605504587155884,37772.0,239245552.0,1.1686046339701759,1.456
DMB,11.03,-0.02000000000000135,-0.18099547511313438,13781.0,203018176.0,0.08884497614637442,0.521
DMF,7.48,0.0,0.0,2999.0,155264608.0,0.1742543412019201,0.561
DMLP,33.53,0.5500000000000043,1.6676773802304559,29374.0,1587303424.0,0.12328302682741728,1.073
DAVEW,0.0,,,,,,
DAWN,0.0,,,,,,
DAY,0.0,,,,,,
DB,0.0,,,,,,
DBD,0.0,,,,,,
DBGI,0.0,,,,,,
DBGIW,0.0,,,,,,
DBI,0.0,,,,,,
DBL,0.0,,,,,,
DBRG,0.0,,,,,,
DBVT,0.0,,,,,,
DBX,28.72,0.03999999999999915,0.13947001394699843,456240.0,8658045952.0,0.013766303942771731,0.607
DC,2.22,0.10000000000000009,4.7169811320754755,666119.0,209635696.0,-0.20996438654219576,
DCBO,50.175,0.15499999999999403,0.30987604958015597,21528.0,1516830336.0,0.12854251620045162,1.361
DCF,9.24,0.009999999999999787,0.10834236186348632,23917.0,138606464.0,0.1549999713897705,
DCGO,4.135,-0.06500000000000039,-1.5476190476190568,127290.0,419814176.0,-0.25629491520917586,0.888
DCI,72.9737,-0.38630000000000564,-0.5265812431843043,198518.0,8738454528.0,0.19648630052120433,1.047
DCO,68.475,2.0749999999999886,3.1249999999999827,258565.0,1012012544.0,0.31987272676069634,1.39
DCOM,36.685,0.09499999999999886,0.2596337797212322,59720.0,1601028864.0,0.6667424348843229,1.108
DCOMG,27.15,-0.11000000000000298,-0.40352164343361324,6369.0,,,1.105
DCOMP,19.8499,0.06990000000000052,0.35338725985844543,4539.0,,0.10338518869021764,1.108
DCTH,11.69,0.2599999999999998,2.2747156605424306,70064.0,373773696.0,3.266423189669897,0.76
DD,81.715,-0.8049999999999926,-0.9755210857973736,382349.0,34153191424.0,0.15286398849218596,1.338
DDC,0.1677,-0.009700000000000014,-5.467869222096964,160550.0,5362190.0,-0.9725081974953229,
DDD,2.7349,-0.05509999999999993,-1.9749103942652304,838913.0,370907136.0,-0.5167844578041227,1.654
DDI,13.29,-0.0600000000000005,-0.4494382022471948,12651.0,658564672.0,0.5653710624426419,0.877
DDL,4.11,-0.27999999999999936,-6.378132118451011,560476.0,891812480.0,1.0653266903607608,0.337
DDOG,164.22,-1.6599999999999966,-1.000723414516516,2080837.0,55789314048.0,0.3908698369201568,1.095
DDS,442.07,-2.490000000000009,-0.5601043728630577,36597.0,7152206336.0,0.23407404895812825,0.882
DE,452.31,-3.9499999999999886,-0.8657344496558954,292604.0,123752013824.0,,0.935
DEC,0.0,,,,,,
DECA,0.0,,,,,,
DEI,0.0,,,,,,
DENN,6.25,-0.019999999999999574,-0.31897926634768065,213031.0,320806880.0,-0.3641912463368913,2.029
DEO,123.89,5.890000000000001,4.991525423728814,823615.0,69395750912.0,-0.11966174127151809,0.391
DERM,5.545,-0.04499999999999993,-0.805008944543827,38129.0,115834496.0,-0.033972073623660164,
DESP,17.305,0.6050000000000004,3.6227544910179668,338411.0,1452322176.0,1.1155256307541068,1.97
DFH,31.795,-0.384999999999998,-1.1963952765692916,71661.0,2972075776.0,0.22053746669827765,1.93
DFIN,60.23,-0.6799999999999997,-1.1164012477425707,16479.0,1738129408.0,0.00349881844170317,1.381
DFLI,3.1899,0.10990000000000011,3.568181818181822,68884.0,22374724.0,-0.360228663784859,-0.816
DFLIW,0.0126,-0.0022000000000000006,-14.864864864864868,295.0,,,-0.816
DFP,20.6786,0.078599999999998,0.38155339805824273,25922.0,424699168.0,0.15911435731011672,
DFS,177.25,0.8000000000000114,0.453386228393319,225501.0,44502511616.0,0.788958384379485,1.402
DG,76.79,-2.7099999999999937,-3.408805031446533,6370969.0,16887273472.0,-0.42431965464506527,0.449
DGHI,1.96,-0.1299999999999999,-6.220095693779899,142592.0,64702736.0,0.20987656319619236,7.208
DGICA,16.77,0.17999999999999972,1.084990958408678,28802.0,558734464.0,0.17354797078593243,-0.08
DMO,0.0,,,,,,
DMRC,0.0,,,,,,
DMYY,0.0,,,,,,
DNA,0.0,,,,,,
DNB,0.0,,,,,,
DNLI,0.0,,,,,,
DNMR,0.0,,,,,,
DNN,0.0,,,,,,
DNOW,0.0,,,,,,
DNP,0.0,,,,,,
DNTH,24.774,0.0940000000000012,0.3808752025931977,29318.0,733236096.0,1.710503198825958,
DNUT,10.535,-0.19500000000000028,-1.8173345759552681,551783.0,1790950016.0,-0.20370368768498615,1.39
DOC,21.25,-0.05000000000000071,-0.23474178403756202,810692.0,14863164416.0,0.15740736893107865,1.117
DOCN,39.9747,0.024699999999995725,0.06182728410512071,172060.0,3688957440.0,0.2936796576451133,1.829
DOCS,55.49,1.2899999999999991,2.3800738007380056,467128.0,10359539712.0,1.332492624758555,1.296
DOCU,83.9,-0.0899999999999892,-0.10715561376353042,1308514.0,17029434368.0,0.8215371043069554,0.898
DOGZ,52.58,-0.4200000000000017,-0.7924528301886825,76101.0,669380224.0,17.38461669918802,1.221
DOLE,14.93,0.10999999999999943,0.7422402159244226,79473.0,1418529152.0,0.2514668837601339,
DOMH,1.7,-0.020000000000000018,-1.1627906976744196,2551.0,10669438.0,-0.23076922247063783,
DOMO,9.95,-0.030000000000001137,-0.30060120240482097,179726.0,384377440.0,0.059637853617396236,2.443
DOOO,48.565,0.11499999999999488,0.23735810113518035,41498.0,3544011264.0,-0.17936805717688425,2.308
DORM,139.43,-0.5300000000000011,-0.37867962274935774,18005.0,4255054848.0,0.8377486177442193,0.826
DOUG,2.42,-0.03000000000000025,-1.2244897959183774,207184.0,215784144.0,0.17475735122043695,1.378
DOV,201.78,-1.5,-0.7378984651711925,61912.0,27682600960.0,0.42741934004010507,1.218
DOW,41.95,-0.8999999999999986,-2.1003500583430537,3323227.0,29368860672.0,-0.1797027519826132,1.222
DOX,87.2,-0.11999999999999034,-0.13742556115436366,90032.0,10027999232.0,0.035014800572607564,0.747
DOYU,12.23,0.09999999999999964,0.8244023083264603,26711.0,386903360.0,0.7201124208968415,0.929
DPCS,12.6,-0.2400000000000002,-1.8691588785046744,9777.0,91350000.0,0.16666668138386265,0.029
DPCSW,0.025,-0.0191,-43.31065759637188,2079.0,,,0.029
DPG,12.1406,-0.02940000000000076,-0.24157764995892161,30746.0,463548768.0,0.27259960723412957,
DPRO,0.0,,,,,,
DPZ,0.0,,,,,,
DQ,0.0,,,,,,
DRCT,0.0,,,,,,
DRD,0.0,,,,,,
DRH,0.0,,,,,,
DRI,0.0,,,,,0.07329424817805531,
DRIO,0.7598,-0.009199999999999986,-1.1963589076722998,33504.0,25906446.0,-0.5892972934658812,
DRMA,1.25,-0.010000000000000009,-0.7936507936507943,15984.0,2550962.0,-0.8888888888888888,0.792
DRMAW,0.011,0.0,0.0,1000.0,,,0.792
DRRX,0.7872,-0.03810000000000002,-4.616503089785535,246744.0,24436262.0,0.19272718602961103,1.133
DRS,34.98,-0.990000000000002,-2.752293577981657,138559.0,9248606208.0,0.8756032309770606,
DRTS,3.0,0.0,0.0,9174.0,210308992.0,-0.029126186624346982,0.771
DRUG,40.01,-2.3000000000000043,-5.436067123611449,91157.0,306060480.0,27.0575023480301,1.132
DRVN,16.75,-0.41000000000000014,-2.38927738927739,233763.0,2748909568.0,0.2766768404042736,1.118
DSGN,6.225,-0.16500000000000004,-2.5821596244131464,34339.0,352465728.0,1.5512294092828076,1.833
DSGR,39.695,-0.054999999999999716,-0.1383647798742131,15365.0,1859230464.0,0.5463575994096804,0.376
DSGX,119.755,-0.14500000000001023,-0.12093411175980837,212856.0,10243770368.0,0.4739076585036058,0.736
DSL,12.8994,-0.010600000000000165,-0.0821068938807139,183907.0,1419978880.0,0.06606606204242353,
DSM,6.13,-0.040000000000000036,-0.6482982171799033,37642.0,302997952.0,0.09464289622039278,0.617
ELV,0.0,,,,,,
ELVA,0.0,,,,,,
ELVN,0.0,,,,,,
ELWS,0.0,,,,,,
EM,0.0,,,,,,
EMBC,0.0,,,,,,
EMCG,0.0,,,,,0.06715736003644843,
EMCGR,0.122,0.000899999999999998,0.7431874483897589,20.0,,,0.007
EMCGW,0.0124,-0.0019000000000000006,-13.286713286713292,353624.0,,,0.007
EMD,10.115,-0.03500000000000014,-0.3448275862068979,38107.0,591156992.0,0.12388886345757379,0.898
EME,516.265,1.55499999999995,0.30211186881932545,109481.0,23749275648.0,1.437857129115494,1.069
EMF,12.795,0.08499999999999908,0.6687647521636433,15622.0,195444912.0,0.10779219610384003,0.909
EMKR,3.005,0.02499999999999991,0.8389261744966413,94041.0,27265478.0,-0.37395833436813614,1.574
