Date,SMA50,SMA200,RSI,MACD,MACD_signal,MACD_histogram,Bollinger_hband,Bollinger_lband
2023-12-12,,,,,,,,
2023-12-13,,,,,,,,
2023-12-14,,,,,,,,
2023-12-15,,,,,,,,
2023-12-18,,,,,,,,
2023-12-19,,,,,,,,
2023-12-20,,,,,,,,
2023-12-21,,,,,,,,
2023-12-22,,,,,,,,
2023-12-26,,,,,,,,
2023-12-27,,,,,,,,
2023-12-28,,,,,,,,
2023-12-29,,,,,,,,
2024-01-02,,,63.373816935070344,,,,,
2024-01-03,,,66.58938965344989,,,,,
2024-01-04,,,52.26023868953227,,,,,
2024-01-05,,,49.074046972917984,,,,,
2024-01-08,,,61.33712794692974,,,,,
2024-01-09,,,66.88838886496849,,,,,
2024-01-10,,,69.74593817791596,,,,145.67291018606426,132.6100899970412
2024-01-11,,,69.07289670160064,,,,145.94390996800593,133.34209009302924
2024-01-12,,,70.42066954861093,,,,146.1927776489875,134.12022283929377
2024-01-16,,,69.5050230908679,,,,146.05335815172597,135.34764282483653
2024-01-17,,,62.94929197781008,,,,145.5552202243342,136.7507810574041
2024-01-18,,,68.58116006723269,,,,145.85282527787476,137.2331763090393
2024-01-19,,,74.50375415224973,2.391160854564987,,,146.8832358899065,137.1897652087263
2024-01-22,,,73.20714668833553,2.5657785066043175,,,147.74475276162687,137.1332486421817
2024-01-23,,,74.9581340330337,2.7507253647752066,,,148.73161303915893,136.83438732705199
2024-01-24,,,77.66456888765826,2.9974998961554604,,,149.96559939080626,136.3634014636859
2024-01-25,,,81.83066789116832,3.4191318293653126,,,151.89132347302058,135.5196765880146
2024-01-26,,,81.99555181762544,3.722471098359108,,,153.5314406825422,135.1145584629656
2024-01-29,,,83.14842493996478,4.001469673940505,,,155.16102532468275,134.84097357668443
2024-01-30,,,74.40197729931597,4.031666020314873,,,156.16161279075425,135.05238714821058
2024-01-31,,,43.45978624176336,3.111943317100298,3.290367820079033,-0.1784245029787348,156.05994183742487,135.3780586508564
2024-02-01,,,45.43650141631991,2.4284919948400727,3.117992655031241,-0.6895006601911682,155.9827747791461,135.69022631948673
2024-02-02,,,47.248000769235276,1.9315590672688643,2.8807059374787656,-0.9491468702099013,155.67926229216422,136.5437388064686
2024-02-05,,,50.22821456508461,1.6310952255566349,2.63078379509434,-0.9996885695377049,155.20858194808977,137.7684184791563
2024-02-06,,,51.25241014468264,1.4153925766794089,2.3877055514113534,-0.9723129747319446,155.03512438475025,138.4298765307771
2024-02-07,,,53.9522708881417,1.3315746098271575,2.176479363094514,-0.8449047532673566,155.01825366283367,138.85874676441244
2024-02-08,,,55.09122128885205,1.2938082278731144,1.9999451360502343,-0.7061369081771198,155.06005152443637,139.15894871970423
2024-02-09,,,60.88016021642245,1.4887911681897776,1.897714342478143,-0.40892317428836544,155.333281100572,139.5407194487444
2024-02-12,,,56.953363672921434,1.505728461938304,1.8193171663701753,-0.31358870443187126,155.43580767070338,139.88719190205055
2024-02-13,,,51.30841331523684,1.3135769657652077,1.7181691262491818,-0.4045921604839742,155.40198094352155,140.15001795784565
2024-02-14,,,52.94708877655294,1.2094862259311299,1.6164325461855715,-0.40694632025444166,155.28790138682515,140.68909751454206
2024-02-15,,,46.01617283674719,0.8588799213474658,1.4649220212179506,-0.6060420998704847,155.33533142778344,140.53666716840797
2024-02-16,,,41.98411509315169,0.4004967999404414,1.2520369769624489,-0.8515401770220075,155.4990527941705,139.75194513063417
2024-02-20,,,43.06841940330349,0.07190056852354587,1.0160096952746684,-0.9441091267511226,155.57040199065835,139.12959495758383
2024-02-21,,,47.04137956362391,-0.0555398388940489,0.801699788440925,-0.8572396273349739,155.44172677933187,138.77427053512127
2024-02-22,,,50.40498416713946,-0.036689824840124174,0.6340218657847152,-0.6707116906248394,155.0866430475548,138.62635438896865
2024-02-23,143.5965997314453,,50.33516350998823,-0.023897459889184347,0.5024380006499353,-0.5263354605391196,154.07612229866905,138.8018745275028
2024-02-26,143.69879974365233,,37.98741560540313,-0.5353114821417648,0.29488810409159527,-0.8301995862333601,153.24215337710098,138.13184412045763
2024-02-27,143.8213998413086,,41.19426851169455,-0.8221987735732625,0.07147072855862371,-0.8936695021318862,151.61296499767693,138.28703347644418
2024-02-28,143.90599975585937,,37.107133260493775,-1.2505907565531231,-0.19294156846372568,-1.0576491880893975,150.50487694171306,137.83312049481037
2024-02-29,144.0247998046875,,42.51330437871283,-1.3845088801850807,-0.4312550308079967,-0.9532538493770839,150.61267456148525,137.52332244779208
2024-03-01,144.04259979248047,,39.84505358522408,-1.6092649002102348,-0.6668570046884443,-0.9424078955217905,150.8664916978152,136.8065048231809
2024-03-04,143.964599609375,,34.5198151243692,-2.0765326569760987,-0.9487921351459753,-1.1277405218301233,151.56115889073274,135.17783799647427
2024-03-05,143.84699951171876,,33.990250677316155,-2.4524655664153556,-1.2495268213998514,-1.2029387450155042,151.96430717642534,133.65969032113327
2024-03-06,143.66219940185547,,32.43376449395217,-2.816373606329364,-1.562896178385754,-1.25347742794361,152.2583191259693,132.08067776123772
2024-03-07,143.5125994873047,,39.03783611425681,-2.855601510554635,-1.8214372448195304,-1.0341642657351047,151.89362615050499,131.3013720184403
2024-03-08,143.38199920654296,,41.45232151992095,-2.770033446214512,-2.011156485098527,-0.7588769611159853,151.25526246965828,130.84673490583
2024-03-11,143.33199920654297,,47.14241421648175,-2.460028865513493,-2.10093096118152,-0.3590979043319731,149.8107187760433,131.16327872151527
2024-03-12,143.29879913330078,,48.52486196686279,-2.134868836804941,-2.1077185363062045,-0.027150300498736346,148.5557449169979,131.50725251952557
2024-03-13,143.29559936523438,,50.86537361654779,-1.7640462168911881,-2.0389840724232013,0.2749378555320132,147.77788971305606,131.72510863899473
2024-03-14,143.39119934082032,,57.3486781151868,-1.1686268916037648,-1.864912636259314,0.6962857446555493,147.2034302034196,132.01956784345538
2024-03-15,143.42739929199217,,52.78905014699421,-0.8619178508915297,-1.6643136791857573,0.8023958282942276,146.9505209469729,132.09547667265602
2024-03-18,143.63619934082033,,62.20032696060729,-0.10843469066344369,-1.3531378814812947,1.244703190817851,148.21131769504706,131.50668004665215
2024-03-19,143.84679931640625,,61.03742359165598,0.4384646716862619,-0.9948173708477834,1.4332820425340453,149.16353169162477,131.12646617214477
2024-03-20,144.02979919433594,,63.356212323334766,1.0023487518880358,-0.5953841463006196,1.5977328981886556,150.25766560696104,130.61633189059756
2024-03-21,144.15339935302734,,61.25929731604601,1.3577307630978908,-0.20476116442091757,1.5624919275188083,150.87190450804817,130.34409280640497
2024-03-22,144.3127993774414,,65.2516674383466,1.8624005518461217,0.20867117883249028,1.6537293730136315,152.13296867443208,129.73102973865386
2024-03-25,144.4623992919922,,63.80274918781818,2.18711365489753,0.6043596740454983,1.582753980852032,153.54588807558918,129.55810972714522
2024-03-26,144.61159912109375,,64.55465306677799,2.4604690228997015,0.975581543816339,1.4848874790833624,154.88670329720227,129.37729359000477
2024-03-27,144.76879913330077,,64.8973165473841,2.6657425383344275,1.3136137427199568,1.3521287956144707,156.10116567884296,129.6138321849266
2024-03-28,144.95619903564454,,65.37789551953287,2.8217169668906763,1.6152343875541009,1.2064825793365754,157.25191589206048,129.71108154446296
2024-04-01,145.18639892578125,,71.03626066383443,3.249996892229717,1.9421868884892242,1.307810003740493,159.0412303755674,129.76376687785057
2024-04-02,145.34439880371093,,69.22588702956884,3.4982500408922874,2.253399518969837,1.2448505219224506,160.15157271623144,130.82042435408107
2024-04-03,145.51759857177734,,69.88192075736046,3.6927703135949344,2.5412736778948566,1.1514966357000778,160.977328910091,132.2536677940106
2024-04-04,145.58279876708986,,58.070234762758766,3.4496996549538324,2.722958873306652,0.7267407816471803,160.57160679370085,134.59739039868194
2024-04-05,145.65459869384765,,61.2543019288427,3.37949102319854,2.85426530328503,0.52522571991351,160.4681077478843,136.57088913932273
2024-04-08,145.70459869384766,,64.4520964141246,3.4614698742677206,2.9757062174815685,0.4857636567861521,160.49067282799592,138.53332466956266
2024-04-09,145.79159881591798,,67.10968467737615,3.645795528247646,3.109724079634784,0.5360714486128622,160.93048527145584,140.013511920927
2024-04-10,145.84799896240236,,65.8375318013229,3.710372429559328,3.229853749619693,0.48051867993963526,161.01276512276502,141.73523292411
2024-04-11,146.00279876708984,,69.85097880368166,3.968369203391603,3.3775568403740754,0.5908123630175277,161.54784214289384,143.20215480534836
2024-04-12,146.3505987548828,,65.60787600848194,3.9976452499385005,3.501574522286961,0.4960707276515395,161.96693029256238,144.26806726603138
2024-04-15,146.62299865722656,,58.739208996654995,3.7468769157812574,3.55063500098582,0.1962419147954373,161.2012607752355,146.4497371495692
2024-04-16,146.8721987915039,,57.98487082354093,3.4813816142829523,3.5367843236452465,-0.05540270936229419,161.20629522321946,147.1967031288313
2024-04-17,147.11119903564452,,59.479276798666326,3.303898430093767,3.490207144934951,-0.18630871484118394,161.1153929568297,148.18360606660778
2024-04-18,147.3521990966797,,60.477071010728025,3.173461341481584,3.426857984244278,-0.25339664276269414,161.19017334923262,148.88682707801348
2024-04-19,147.53299926757813,,56.02034904781491,2.8962983826699826,3.320746063929419,-0.4244476812594362,160.8202304865616,149.95476951343838
2024-04-22,147.7475991821289,,60.08054920972035,2.824033064058085,3.221403463955152,-0.397370399897067,160.9717873509744,150.42121191660374
2024-04-23,147.94159912109376,,63.30359403275339,2.8923833184887826,3.1555994348618785,-0.26321611637309594,161.2821326260687,150.98786706875552
2024-04-24,148.18899932861328,,65.12019265639704,3.0071041414587683,3.1259003761812565,-0.11879623472248824,161.76307954084376,151.44692106950782
2024-04-25,148.42059936523438,,57.00727116152298,2.8114333534338414,3.0630069716317734,-0.251573618197932,161.6229085608321,152.18809150020306
2024-04-26,148.95159942626952,,74.26214274844219,3.8817038767614918,3.2267463526577176,0.6549575241037742,166.3250092175649,149.62899163692725
2024-04-29,149.43079925537108,,64.07475811127091,4.214117948414611,3.4242206718090964,0.7898972766055143,167.90897138780988,149.18502885633072
2024-04-30,149.88839935302735,,59.15431720393468,4.16647564562129,3.5726716665715355,0.5938039790497545,168.62235838626418,149.34864228512254
2024-05-01,150.35579956054687,,60.095752844702574,4.155856518320178,3.689308636921264,0.4665478813989137,169.4117240916271,149.47927780046274
2024-05-02,150.8481997680664,,62.9532778785761,4.330717762847456,3.817590462106503,0.5131273007409534,170.35030365118004,150.19269866815588
2024-05-03,151.3215997314453,,63.46991241775852,4.460643509325877,3.946201071550378,0.5144424377754988,171.34398784824992,150.70401477626177
2024-05-06,151.81239990234374,,64.31920127043247,4.578611895950388,4.072683236430381,0.5059286595200074,172.44937637569163,150.9676264929607
2024-05-07,152.49699981689454,,67.38174589140712,4.870140921134151,4.232174773371135,0.6379661477630165,174.11354609143197,150.78745641100946
2024-05-08,153.1181997680664,,63.96558214279979,4.897862118880511,4.36531224247301,0.5325498764075007,175.15818291257852,151.09281958986287
2024-05-09,153.80119995117187,,64.41395440397781,4.897269040918076,4.471703602162023,0.42556543875605257,176.18801975077935,151.14198360615427
2024-05-10,154.4113998413086,,61.867625229485924,4.738088380345005,4.524980557798619,0.2131078225463856,176.88360508366122,151.55639735774503
2024-05-13,155.0677996826172,,62.62010533715582,4.608039895760612,4.541592425391018,0.06644747036959409,177.38707222369842,152.50992942425077
2024-05-14,155.82239959716796,,63.91495556949284,4.535801927032821,4.540434325719379,-0.004632398686557515,177.8244675029423,153.66553341258503
2024-05-15,156.62439971923828,,66.29538924355231,4.583071706772444,4.548961801929992,0.03410990484245158,178.4500227768438,154.7399781386835
2024-05-16,157.48179962158204,,68.09690195416954,4.69152344695604,4.577474130935202,0.11404931602083845,179.16543813769874,155.82156137402
2024-05-17,158.3227993774414,,70.15820768398193,4.871404221464559,4.636260149041073,0.2351440724234859,179.66491167099468,157.47908704726706
2024-05-20,159.1661996459961,,71.40959652738933,5.050156278674137,4.719039374967686,0.33111690370645164,180.3601783894349,158.8348213053893
2024-05-21,159.97819946289061,,72.55369512081836,5.21880532323641,4.818992564621431,0.39981275861497867,181.209851103593,159.94714810295
2024-05-22,160.74579956054689,,68.35332128854341,5.168615733350293,4.888917198367204,0.2796985349830896,181.5830712678748,161.26392732831658
2024-05-23,161.43159942626954,,61.082869689399836,4.835861692007086,4.87830609709518,-0.04244440508809433,180.44154502255446,164.1164536346721
2024-05-24,162.07139953613282,,62.91775916733604,4.621358305942977,4.826916538864739,-0.20555823292176267,180.74414963491307,164.07784896127833
