Date,SMA50,SMA200,RSI,MACD,MACD_signal,MACD_histogram,Bollinger_hband,Bollinger_lband
2020-04-16,99.3904197692871,,76.13959527270796,4.7961189478732535,2.184293529366066,2.6118254185071876,115.9639161449938,85.14198366579721
2020-04-17,99.72554977416992,,72.77346545299059,5.40945415286707,2.829325654066267,2.5801284988008035,118.7926831557437,84.78356653908051
2020-04-20,100.06892974853515,,73.48139966568468,5.902568850316641,3.4439742933163418,2.458594557000299,121.25941360239366,85.0544360374989
2020-04-21,100.31776977539063,,66.89001541352268,5.960433017820478,3.947266038217169,2.0131669796033087,122.80607176197798,85.63422746287553
2020-04-22,100.54734970092774,,68.53180097818213,6.078920054518321,4.3735968414774,1.7053232130409208,124.5006983751895,86.0565510754941
2020-04-23,100.79599975585937,,70.1522630029517,6.245906866725647,4.74805884652705,1.4978480201985978,126.1057833124454,87.01951652275969
2020-04-24,101.04621978759765,,70.63990649378059,6.348515663832899,5.06815020998822,1.280365453844679,127.70521319730192,87.69373699801058
2020-04-27,101.27234985351562,,66.89994549502944,6.220069503048791,5.298534068600334,0.9215354344484563,128.56108154113872,89.21736923400779
2020-04-28,101.45155990600585,,60.64337408140045,5.801576651121039,5.399142585104475,0.4024340660165633,129.00884297951006,90.52025782005049
2020-04-29,101.66859985351563,,64.0698131372175,5.641434308606762,5.447600929804933,0.19383337880182872,129.56918420358343,92.07486639456108
2020-04-30,101.97237976074219,,69.07843780185468,5.855682422032487,5.529217228250444,0.32646519378204264,130.37466208272116,94.10088799662456
2020-05-01,102.10531982421875,,54.027669827031936,5.207111600495892,5.464796102699534,-0.2576845022036416,129.68801324724598,96.62358724713881
2020-05-04,102.32533981323242,,55.68453460127702,4.759090259516071,5.323654934062842,-0.5645646745467703,128.56562291176587,99.7929777046892
2020-05-05,102.63384979248048,,55.78823846093369,4.361061105027517,5.131136168255777,-0.7700750632282602,127.78964042215584,102.17000999898674
2020-05-06,103.0123698425293,,57.756285233153186,4.132975219860782,4.931503978576779,-0.7985287587159968,126.83218944773915,104.82576114430185
2020-05-07,103.40038986206055,,58.72317692327642,3.9723894756881464,4.739681077999053,-0.7672916023109062,125.71329599146584,107.56770452733299
2020-05-08,103.8956999206543,,59.456649513585134,3.8491681643638316,4.561578495272009,-0.7124103309081775,123.68823104259059,111.27701935413793
2020-05-11,104.42094985961914,,61.27178300668013,3.8259869728736646,4.41446019079234,-0.5884732179186756,122.82508829860785,113.34081212253471
2020-05-12,104.82394989013672,,56.45152781336711,3.55661777753744,4.24289170814136,-0.6862739306039201,122.65962446697696,113.87442628375547
2020-05-13,105.28287994384766,,57.2154830144266,3.348797270076986,4.0640728205284855,-0.7152755504514996,122.60632073652215,114.22893011797004
2020-05-14,105.6958999633789,,58.70397919828876,3.2312929686972893,3.897516850162247,-0.6662238814649575,122.48660171494708,114.25194885267987
2020-05-15,106.18164993286133,,60.19534045106396,3.1858889166075244,3.7551912634513025,-0.5693023468437781,122.67425682511214,114.2381935838234
2020-05-18,106.70682006835938,,61.37806486834191,3.179742117643343,3.640101434289711,-0.46035931664636776,122.9079316386899,114.16776950266753
2020-05-19,107.35554000854492,,63.033925447019556,3.230706630162871,3.558222473464343,-0.3275158433014722,123.41342514830123,114.26832610291947
2020-05-20,107.9616600036621,,66.31138868238402,3.427705268590884,3.532119032489651,-0.104413763898767,124.44034701940853,113.9136545980231
2020-05-21,108.58753997802734,,60.251919295775615,3.338769824800764,3.493449190951874,-0.1546793661511101,124.72822253147973,113.86222851832497
2020-05-22,109.34781005859375,,59.13131715082809,3.191715065870696,3.433102365935638,-0.24138730006494225,124.88485637428691,113.83889469382832
2020-05-26,109.98467010498047,,57.380559396613364,2.980219614051933,3.3425258155588975,-0.3623062015069647,125.0431185988943,113.90993239597876
2020-05-27,110.70591018676758,,56.0165892793722,2.7348060182115717,3.2209818560894323,-0.4861758378778607,125.02071835518024,114.41388247489789
2020-05-28,111.29917022705078,,54.87875117121739,2.4743103632490886,3.0716475575213638,-0.5973371942722752,125.06983220677566,114.50671884913254
2020-05-29,111.91154022216797,,58.875168786128015,2.4066306995780167,2.9386441859326946,-0.5320134863546779,124.79796335826113,114.62043797840879
2020-06-01,112.50165023803712,,61.43086009605597,2.4405327828133068,2.839021905308817,-0.3984891224955103,124.87762730058373,115.4657740360862
2020-06-02,113.12797027587891,,61.55380587346108,2.4447460291759597,2.7601667300822457,-0.31542070090628593,125.0449016844906,116.0805995667301
2020-06-03,113.70354019165039,,62.12235469466449,2.4440783510026165,2.69694905426632,-0.2528707032637034,125.1274429335963,116.80105819555409
2020-06-04,114.22404022216797,,59.31524730243197,2.3447053942737313,2.6265003222678023,-0.281794927994071,125.1838716305613,117.29132902251487
2020-06-05,114.82120025634765,,61.66295394006536,2.329473748196108,2.5670950074534638,-0.2376212592573559,125.43810788075679,117.61404284556157
2020-06-08,115.38977035522461,,65.58339571136884,2.45476560472747,2.544629126908265,-0.08986352218079485,126.11343901422659,117.66096207830272
2020-06-09,116.09053039550781,,71.46190925391998,2.831278697571207,2.6019590410408533,0.2293196565303539,127.82863923129705,116.90506209316584
2020-06-10,116.77403030395507,,74.32672708678743,3.2798312271728776,2.7375334782672582,0.5422977489056193,129.70060173031936,116.48559898379197
2020-06-11,117.3822703552246,,61.54642215229679,3.236944510869378,2.8374156847876826,0.3995288260816956,130.1226696451576,117.01373095909045
2020-06-12,118.01959030151367,,59.941439118083544,3.114842761883267,2.8929011002067995,0.22194166167646756,130.41305475063731,117.50419607333728
2020-06-15,118.67344039916992,,62.209978099829335,3.0940072591979515,2.9331223320050297,0.1608849271929218,130.92029515516174,117.81145609605896
2020-06-16,119.38212051391602,,65.45402936445066,3.212298556412776,2.988957576886579,0.22334097952619691,131.7946367023903,117.88216459765852
2020-06-17,120.02551040649413,,67.28002467040017,3.370915898072269,3.065349241123717,0.30556665694855223,132.8504088212402,117.78464214311528
2020-06-18,120.66789047241211,,68.19545693593003,3.508626330299421,3.1540046589588577,0.35462167134056344,133.8928256141668,117.52242554550116
2020-06-19,121.29990051269532,,69.67357231218476,3.6604149887258473,3.2552867249122555,0.4051282638135918,135.01673147252032,117.53987024256756
2020-06-22,121.9709603881836,,72.23782216215176,3.892420576608302,3.382713495251465,0.509707081356837,136.36372960194387,117.57757136241159
2020-06-23,122.5665005493164,,75.18352404289857,4.231617580330678,3.552494312267308,0.6791232680633699,138.01029210493135,117.64375910356475
2020-06-24,123.01758056640625,,70.41086755478372,4.329448368311404,3.707885123476127,0.6215632448352766,138.94294086559614,118.33116039172808
2020-06-25,123.46448059082032,,71.71130765381538,4.437248221350643,3.8537577430510304,0.5834904782996126,139.76233637308147,119.27916524435018
2020-06-26,123.74916046142579,,62.64439019875763,4.225002294259497,3.928006653292724,0.2969956409667729,140.0268362749301,120.26716473214996
2020-06-29,124.05454040527344,,60.964289897059224,3.960747194527272,3.9345547615396335,0.026192432987638625,140.20005359099733,121.14064694000851
2020-06-30,124.41975036621093,,66.95783159975147,4.021438866220365,3.9519315824757797,0.06950728374458492,140.8413658345141,121.93138425703862
2020-07-01,124.97033035278321,,73.6233689684941,4.501315067177302,4.061808279416084,0.43950678776121777,142.66988133202045,122.10436869849714
2020-07-02,125.4971403503418,,74.16642936821333,4.872257364225675,4.223898096378003,0.6483592678476722,144.09269340460114,122.83005668695164
2020-07-06,126.15473037719727,,80.4099523623072,5.772417647581705,4.533602006618743,1.2388156409629616,147.6497434552177,122.14320698423545
2020-07-07,126.74463027954101,,73.84853151764038,6.184856892341543,4.863852983763303,1.3210039085782395,149.78057471724833,122.39267509964624
2020-07-08,127.44974014282226,,76.75501126490184,6.76054735122392,5.243191857255427,1.517355493968493,152.74782045373018,121.82667905798854
2020-07-09,128.31829010009767,,79.78748389472764,7.539467008149046,5.702446887434151,1.8370201207148948,156.5827081277364,120.66769165253703
2020-07-10,129.14558013916016,,80.2619489625515,8.133093876484878,6.188576285244297,1.9445175912405812,159.7374416167205,120.72315790110179
2020-07-13,129.77558013916016,,70.4228772599108,8.122595095394246,6.575380047274287,1.5472150481199591,161.21966220860764,122.03583705897046
2020-07-14,130.5735400390625,,68.53784815923373,7.942032288609369,6.848710495541304,1.093321793068065,162.27488065573277,123.53721803811487
2020-07-15,131.26641998291015,,61.8412998196187,7.410394374489101,6.961047271330863,0.4493471031582379,162.682413023629,125.09768493779677
2020-07-16,131.94851989746093,,61.07404002972954,6.87364210008846,6.943566237082383,-0.0699241369939223,162.93519519206166,126.63950268391487
2020-07-17,132.55922973632812,,57.807973429868184,6.223489867590956,6.799550963184098,-0.5760610955931416,162.87609961636477,128.23854729525632
2020-07-20,133.38845962524414,,68.89900861845979,6.579991775730235,6.7556391256933255,-0.17564734996309017,164.35654060916792,129.36725547237504
2020-07-21,134.14713973999022,,64.35727225366414,6.550784741749851,6.714668248904631,-0.16388350715477973,165.15128612663023,130.69486102913152
2020-07-22,134.83804977416992,,61.49560794422749,6.300165792900884,6.631767757703882,-0.33160196480299753,165.6488944928114,131.87475205259875
2020-07-23,135.4676496887207,,53.87566437909139,5.579867064703592,6.421387619103824,-0.8415205544002324,165.34984796173043,133.43454840057424
2020-07-24,136.1086395263672,,55.058569147549264,5.041127108948302,6.14533551707272,-1.1042084081244177,165.06282778188293,134.99321775034363
2020-07-27,136.77499954223632,,57.48970686831974,4.746261217469311,5.865520657152039,-1.119259439682728,164.2349872399694,137.6327587317103
2020-07-28,137.36554946899415,,53.77630874540674,4.242257635384533,5.540868052798538,-1.2986104174140047,162.56454437481065,140.90295135272842
2020-07-29,137.97281936645507,,55.642918305458664,3.931460162234174,5.218986474685665,-1.287526312451491,161.21666753581772,143.62437860676042
2020-07-30,138.57536926269532,,56.68407511011939,3.71634544601136,4.918458268950804,-1.2021128229394442,160.74191793219762,144.9650278685836
2020-07-31,139.2421090698242,,62.50957536365076,3.9553712413527933,4.725840863431202,-0.7704696220784086,160.76641571447442,146.31242950036932
2020-08-03,139.90725906372072,,58.54153270783752,3.8870086344138315,4.558074417627728,-0.6710657832138969,160.9500866016526,146.40300788076925
2020-08-04,140.609208984375,,59.939128272616514,3.8966047938785096,4.425780492877885,-0.5291756989993752,161.22476348924735,146.82188110303778
2020-08-05,141.39237884521484,,63.22024600046744,4.1237627890861575,4.365376952119539,-0.24161416303338168,162.0295286952189,146.63671581161705
2020-08-06,142.20698883056642,,64.17350911090972,4.334393921304326,4.359180345956497,-0.024786424652170957,162.44863805404907,146.42945642837282
2020-08-07,142.97334884643556,,59.396672617398764,4.22051932425731,4.33144814161666,-0.11092881735934945,162.1703430201095,146.54505157217568
2020-08-10,143.67913894653321,,57.841443552822476,4.006224483955606,4.2664034100844495,-0.26017892612884364,162.3869146191225,146.54928075441265
2020-08-11,144.28876876831055,,52.64986458233239,3.523482868161352,4.11781930169983,-0.5943364335384782,162.38004931811307,146.5394956647971
2020-08-12,144.97859878540038,,57.60289956774735,3.430463795045341,3.9803482003689328,-0.5498844053235916,162.69076947663507,146.99562578703683
2020-08-13,145.66121871948243,,57.50600270019016,3.3136255324529884,3.847003666785744,-0.5333781343327555,162.8809417348242,147.61105350443358
2020-08-14,146.34863876342774,,56.41705528232791,3.1324721038368466,3.704097354195965,-0.5716252503591184,162.6493111371822,148.77293465139203
2020-08-17,147.0480487060547,,58.64789491253384,3.092012997779335,3.581680482912639,-0.48966748513330405,162.53399826715986,148.8160978632112
2020-08-18,147.83647857666017,,65.7824128958124,3.5439150841600338,3.574127403162118,-0.03021231900208443,164.22088747870293,148.00020779717596
2020-08-19,148.4960986328125,,61.233415225641664,3.650136083147544,3.5893291391592035,0.0608069439883403,165.1400402208762,147.8839053967996
2020-08-20,149.14601867675782,,63.178396773390986,3.838900087271668,3.6392433287816965,0.19965675848997133,165.9879478874018,148.5900977668951
2020-08-21,149.8727784729004,,62.029117241315,3.892587539428149,3.689912170910987,0.20267536851716184,166.58405889947352,149.37303643744053
2020-08-24,150.63521850585937,,63.32081138622742,3.9809919321948257,3.748128123167755,0.2328638090270707,167.43833196279758,149.78001367929227
2020-08-25,151.4090283203125,,65.49067865172105,4.160561803847315,3.8306148593036675,0.3299469445436478,168.1569066728149,150.7922388349976
2020-08-26,152.23560821533204,,70.13877982857053,4.634190344815039,3.991329956405942,0.6428603884090971,170.02927073272357,150.96147481171002
2020-08-27,152.99462829589845,,65.9411073405743,4.785532571500397,4.150170479424833,0.6353620920755638,171.0324590260651,151.69888710430598
2020-08-28,153.7424481201172,,66.03525791482785,4.856748752450244,4.291486134029915,0.5652626184203289,172.22016813180406,151.69677827932875
2020-08-31,154.51839813232422,,68.58921907260584,5.053277736784764,4.443844454580885,0.609433282203879,173.61150669863454,152.00079035947093
2020-09-01,155.3036981201172,,70.89791179150711,5.341756556726466,4.623426875010002,0.7183296817164644,175.37544076751576,152.03830587555066
2020-09-02,156.07073791503908,,72.3662729749266,5.63584964271746,4.8259114285514935,0.8099382141659666,177.33731481479404,151.70853174282317
2020-09-03,156.7043377685547,,56.770830625361015,5.150100876298126,4.89074931810082,0.2593515581973058,177.70856922581726,152.05227672144838
2020-09-04,157.24437774658202,,51.41387322787752,4.418154822854291,4.796230419051514,-0.3780755961972231,177.67599318597175,152.72065293219234
2020-09-08,157.70134796142577,,42.827130866940834,3.216873513581106,4.480359037957433,-1.2634855243763266,177.66975364223717,152.73529243930582
2020-09-09,158.28957794189452,,50.17819087823147,2.7127650146969415,4.126840233305335,-1.4140752186083931,177.08409400636035,154.26065239256545
2020-09-10,158.70586791992187,,45.246095072674784,1.9139587961751374,3.6842639458792954,-1.770305149704158,177.03415629362402,154.37493947053613
2020-09-11,158.94338806152345,,42.41808950619164,1.0314139984852773,3.153693956400492,-2.122279957915215,177.2617778241791,153.92331891654356
2020-09-14,159.1560580444336,,41.785259647477496,0.2753580262428841,2.5780267703689708,-2.3026687441260867,177.50138422541195,153.45846227117008
2020-09-15,159.25514801025392,,45.31051244749074,-0.10809693435786016,2.0408020294236047,-2.148898963781465,177.5873938443333,153.24105311611595
2020-09-16,159.33312805175783,,41.352142671656615,-0.7185238656758486,1.4889368504037142,-2.207460716079563,177.99245074265016,151.66404644973264
2020-09-17,159.26074798583986,,38.16041737362412,-1.465280203887346,0.8980934395455022,-2.3633736434328485,178.7757462418361,149.62200003501937
2020-09-18,159.03302795410156,,35.848594060973625,-2.248313570121212,0.26881203761215944,-2.5171256077333712,179.5786796062577,147.10676656073446
2020-09-21,158.79349792480468,,36.278077978983326,-2.8140028147132625,-0.347750932852925,-2.4662518818603374,180.07501652541282,144.98918025193092
2020-09-22,158.8184878540039,,47.705710429705235,-2.552979095507112,-0.7887965653837625,-1.7641825301233496,179.7704687400627,144.4013772682381
2020-09-23,158.73434783935548,,41.55591455515344,-2.8344277628090992,-1.19792280486883,-1.6365049579402693,179.48129222565845,142.95740406340403
2020-09-24,158.74526794433595,,42.78191650407076,-2.9431414716760003,-1.5469665382302642,-1.396174933445736,178.2288075308386,142.09958907560673
2020-09-25,158.840498046875,,47.28380708538598,-2.6942746679815457,-1.7764281641805209,-0.9178465038010248,177.02321806364048,141.7808285672189
2020-09-28,159.052578125,,51.58135299335376,-2.153809010539618,-1.8519043334523404,-0.30190467708727753,175.7578092284265,141.90748770760862
2020-09-29,159.0006182861328,,49.96016522337,-1.8221696908425145,-1.8459574049303753,0.023787714087860845,173.78372994293963,142.35116690764633
2020-09-30,159.01105804443358,,50.18270490871104,-1.5262175508062512,-1.7820094341055506,0.25579188329929936,170.8650685514486,143.51787822589517
2020-10-01,159.13240814208984,,54.30576205487829,-0.9876591289359453,-1.6231393730716297,0.6354802441356844,167.01952253771978,145.8124751429443
2020-10-02,159.2708581542969,,48.56139389763298,-0.9383995750641816,-1.4861914134701402,0.5477918384059586,164.877169108961,146.73982918205465
2020-10-05,159.46114837646485,,52.71357276103708,-0.593156943715826,-1.3075845195192772,0.7144275758034513,163.90889049463175,147.23100818700885
2020-10-06,159.5058984375,,47.22311298868218,-0.7117375871087006,-1.188415133037162,0.47667754592846134,163.73996465485766,147.1505336971931
2020-10-07,159.70125854492187,,52.37607406855017,-0.4147026980157307,-1.0336726460328758,0.6189699480171451,162.98838513230714,147.53751361036865
2020-10-08,159.85827850341798,,52.08203350167202,-0.19775882526471378,-0.8664898818792435,0.6687310566145297,163.1037349639334,147.4993640961252
2020-10-09,160.09304870605467,,56.94838053655061,0.35777058349756885,-0.6216377888038811,0.97940837230145,164.4687719075338,146.98647711590368
2020-10-12,160.371298828125,,63.44916444269512,1.4122759259272755,-0.2148550458576498,1.6271309717849252,167.86323021837444,145.29181891492635
2020-10-13,160.70303894042968,,63.47577060988996,2.225153327646666,0.2731466288432134,1.9520066988034526,170.47563337125592,144.11691576204487
2020-10-14,160.92791900634765,,58.26183036440073,2.517895808099155,0.7220964646944017,1.7957993434047532,171.90530136075296,144.11529800448142
2020-10-15,161.06153900146484,,56.68939783134633,2.6186035898984983,1.101397889735221,1.5172057001632773,172.7921229439006,144.87807664106032
2020-10-16,161.10924896240235,,52.66190684451912,2.404655748492445,1.3620494614866658,1.042606287005779,172.7553945362081,146.50380498771767
2020-10-19,161.1489990234375,,48.942326370500226,1.94837623714713,1.4793148166187589,0.4690614205283712,172.24357463521457,148.24932545023464
2020-10-20,161.21784881591796,,49.51684678494449,1.607776111773802,1.5050070756497675,0.10276903612403454,172.33776406672885,148.59523611637664
2020-10-21,161.32211883544923,,47.62809881532962,1.1946873676750158,1.4429431340548173,-0.2482557663798015,171.81171466995906,150.04668529341987
2020-10-22,161.33627899169923,,47.112763892787264,0.8233660527483266,1.3190277177935192,-0.4956616650451926,171.26789455362854,151.37355594685977
2020-10-23,161.37965911865234,,49.0589773502144,0.6347421304854208,1.1821706003318995,-0.5474284698464786,171.09506798587134,152.09273261227318
2020-10-26,161.43867919921874,,49.24861841788641,0.4902565430574839,1.0437877888770164,-0.5535312458195325,171.10406881123848,152.24868234842947
2020-10-27,161.5425991821289,,54.70271517654112,0.6877244508208378,0.9725751212657807,-0.28485067044494294,171.29531530994862,152.76468530040293
2020-10-28,161.39288940429688,,46.34500967775855,0.34180721512038303,0.8464215400367012,-0.5046143249163182,171.26561677153524,152.86463530366007
2020-10-29,161.3434194946289,,49.58327562271365,0.2592644914113862,0.7289901303116383,-0.4697256389002521,171.25385779969164,152.82514458067945
2020-10-30,161.08219940185546,,40.12739465847854,-0.5058085236162242,0.48203039952606586,-0.98783892314229,171.76434202018797,151.8704098719019
2020-11-02,160.80195953369142,,38.688307350468264,-1.2257792804912242,0.14046846352260783,-1.366247744013832,172.47443257889728,150.18671854414958
2020-11-03,160.54290954589842,,41.80593537863043,-1.6006703512130116,-0.20775929942451604,-1.3929110517884955,172.68981173089082,149.71358945319122
2020-11-04,160.43757965087892,,53.07949084091363,-1.1073439936428144,-0.38767623826817577,-0.7196677553746387,172.7901289986581,149.84062203893953
2020-11-05,160.31772979736328,,56.85463787618824,-0.38577609392064005,-0.38729620939866866,0.0015201154780286052,173.27057505753393,150.01742695662622
2020-11-06,160.2290997314453,,56.2141435648701,0.1415515801980689,-0.2815266514793212,0.4230782316773901,173.40181151748106,150.00978973984314
2020-11-09,159.97103973388673,,47.186705247868915,-0.11552278667963378,-0.24832587851938373,0.13280309183974995,171.7671308333683,150.14852010657313
2020-11-10,159.55509979248046,,42.42776150319969,-0.7492580071393888,-0.34851230424338475,-0.4007457028960041,170.15520191458756,149.71739940377182
2020-11-11,159.19337005615233,,47.76929074974956,-0.8289222818795565,-0.44459429977061915,-0.38432798210893737,168.9317042646154,149.80929762747445
2020-11-12,158.7722003173828,133.9658145904541,46.53788708962439,-0.9900218998801904,-0.5536798197925334,-0.43634208008765696,167.8356458127806,149.76350732442646
2020-11-13,158.53301055908204,134.24583713531493,47.533439925553616,-1.031048543140173,-0.6491535644620614,-0.3818949786781116,167.24713550855816,149.6325184221059
2020-11-16,158.36945037841798,134.52755210876464,47.66087531479512,-1.0424686984700884,-0.7278165912636669,-0.31465210720642145,167.04706135782055,149.45184153524588
2020-11-17,158.3552703857422,134.79904964447022,47.93932397327054,-1.0211876736970282,-0.7864908077503392,-0.23469686594668904,166.78160807316476,149.31054585749928
2020-11-18,158.19212036132814,135.0654471206665,46.201558518715544,-1.1133336592529304,-0.8518593780508574,-0.26147428120207294,166.6451684087371,149.04958561958318
2020-11-19,158.13403045654297,135.33214462280273,46.99362624115493,-1.1267317485965975,-0.9068338521600056,-0.21989789643659197,166.52620739414704,148.87164569423186
2020-11-20,158.1172103881836,135.58717464447022,45.88473294751943,-1.1946675186534605,-0.9644005854586966,-0.230266933194764,166.26045654092843,148.6123965474505
2020-11-23,158.1126303100586,135.82829460144043,45.817983874867224,-1.2383081205376243,-1.019182092474482,-0.2191260280631422,165.94746880885145,148.3821332419298
2020-11-24,158.07456024169923,136.07010959625245,47.42194861447827,-1.1799314426553735,-1.0513319625106603,-0.12859948014471323,164.89988844725815,148.58836381104265
2020-11-25,158.18153015136718,136.32637706756591,52.57285367717961,-0.8534723117104477,-1.011760032350618,0.15828772064017027,165.00803449101886,148.5916664367155
2020-11-27,158.36814025878905,136.5877445602417,53.32752788510688,-0.5470100238196665,-0.9188100306444278,0.37180000682476133,164.9041052314139,148.61724486624234
2020-11-30,158.58127014160155,136.84603702545166,51.00418374849849,-0.409559837333461,-0.8169599919822346,0.40740015464877355,164.93339474642946,149.24740511929318
2020-12-01,158.84088012695312,137.1121395111084,55.02650830374718,-0.08963624539680382,-0.6714952426651484,0.5818589972683446,164.97679677661284,150.2820029670395
2020-12-02,158.9154202270508,137.37046699523927,53.521662687298466,0.09602628979976657,-0.5179909361721654,0.614017225971932,165.03529806836355,150.99910134569893
2020-12-03,159.10229034423827,137.62887451171875,51.96802204599992,0.17338581845768886,-0.3797155852461946,0.5531014037038835,164.68275260145467,151.07949715440472
2020-12-04,159.24508026123047,137.89552700042725,49.7330995334858,0.1356941018713087,-0.27663364782269395,0.41232774969400265,163.1508243191888,151.81432460659244
2020-12-07,159.30795013427735,138.18270446777345,49.30007474505343,0.08634906527950648,-0.20403710520225388,0.29038617048176035,161.40024420391453,152.798054441105
2020-12-08,159.31119018554688,138.4838419723511,51.22627232622613,0.12364520277827751,-0.1385006436061476,0.2621458463844251,161.55258149578168,152.81346769855423
2020-12-09,159.27051025390625,138.76499450683593,44.350818395666906,-0.14006992456694434,-0.13881449979830696,-0.001255424768637381,161.07761101434224,153.63433814337262
2020-12-10,159.22327026367188,139.0692919921875,44.11437457347399,-0.35589828035116966,-0.1822312559088795,-0.17366702444229015,161.11486758015596,153.41758023478545
2020-12-11,159.11843017578124,139.37745948791505,45.82769862973789,-0.4613884344102246,-0.23806269160914856,-0.22332574280107603,161.10450406164912,153.4586429110071
2020-12-14,159.1504000854492,139.67821445465088,50.28562595982788,-0.37704182805026676,-0.2658585188973722,-0.11118330915289454,161.16219277660005,153.54175314625152
2020-12-15,159.11631988525392,139.9922469329834,51.15563484321628,-0.27415431169450244,-0.2675176774567983,-0.006636634237704164,161.24823201312006,153.62601420270028
2020-12-16,159.25731994628907,140.30852947235107,58.44357562349781,0.11207615195425547,-0.19159891157458753,0.303675063528843,161.9915057410143,153.40924041377087
2020-12-17,159.2977099609375,140.6365419769287,57.84547950261186,0.3939364955737119,-0.07449183014492763,0.46842832571863957,162.51878250408134,153.5350642366413
2020-12-18,159.3088101196289,140.96168201446534,53.672188520160645,0.4729505816596884,0.03499665221599558,0.4379539294436928,162.6989800830167,153.7780172924716
